doi,publisher,contributor,title,description,creator,subject,rightsURI,publicationYear,format,descriptionType,relatedIdentifier,created,updated
10.5441/001/1.82652T83,University of Konstanz,Movebank Data Repository,Data from: Automated telemetry reveals age specific differences in flight duration and speed are driven by wind conditions in a migratory songbird,"Mitchell GW, Woodworth BK, Taylor PD, Norris DR (2015) Automated telemetry reveals age specific differences in flight duration and speed are driven by wind conditions in a migratory songbird. Movement Ecology 3(1):19. doi:10.1186/s40462-015-0046-5,Background: Given that winds encountered on migration could theoretically double or half the energy expenditure of aerial migrants, there should be strong selection on behaviour in relation to wind conditions aloft. However, evidence suggests that juvenile songbirds are less choosey about wind conditions at departure relative to adults, potentially increasing energy expenditure during flight. To date, there has yet to be a direct comparison of flight efficiency between free-living adult and juveniles songbirds during migration in relation to wind conditions aloft, likely because of the challenges of following known aged individual songbirds during flight. We used an automated digital telemetry array to compare the flight efficiency of adult and juvenile Savannah sparrows (Passerculus sandwichensis) as they flew nearly 100 km during two successive stages of their fall migration; a departure flight from their breeding grounds out over the ocean and then a migratory flight along a coast. Using a multilevel path modelling framework, we evaluated the effects of age, flight stage, tailwind component, and crosswind component on flight duration and groundspeed.\r\nResults: We found that juveniles departed under wind conditions that were less supportive relative to adults and that this resulted in juveniles taking 1.4 times longer to complete the same flight trajectories as adults. We did not find an effect of age on flight duration or groundspeed after controlling for wind conditions aloft, suggesting that both age groups were flying at similar airspeeds. We also found that groundspeeds were 1.7 times faster along the coast than over the ocean given more favourable tailwinds along the coast and because birds appeared to be climbing in altitude over the ocean, diverting some energy from horizontal to vertical movement.\r\nConclusions: Our results provide the first direct evidence that adult songbirds have considerably more efficient migratory flights than juveniles, and that this efficiency is driven by the selection of more supportive tailwind conditions aloft. Given the importance of wind for efficient flight, we suggest this behaviour could be adaptive in juveniles, if for example, the benefits of a more flexible departure schedule outweigh the costs of flying with less supportive winds.","Mitchell, Greg W.,Woodworth, Bradley K.,Taylor, Philip D.,Norris, D. Ryan","altitude,aeroecology,air speed,animal tracking,automated telemetry,avian migration,crosswinds,Env-DATA,flight costs,ground speed,migration,Movebank,Passerculus sandwichensis,radio telemetry,Savannah sparrow,songbirds,tailwinds,wind support",http://creativecommons.org/publicdomain/zero/1.0/,2015,csv,"Other,Abstract","HasPart:DOI:10.5441/001/1.82652t83/1,HasPart:DOI:10.5441/001/1.82652t83/2,IsSupplementTo:DOI:10.1186/s40462-015-0046-5",2015-09-24T18:45:35Z,2015-09-24T18:45:36Z
10.5441/001/1.82652T83/1,University of Konstanz,Movebank Data Repository,"Savannah sparrow, Kent Island, New Brunswick (data from Mitchell et al. 2015)","Mitchell GW, Woodworth BK, Taylor PD, Norris DR (2015) Automated telemetry reveals age specific differences in flight duration and speed are driven by wind conditions in a migratory songbird. Movement Ecology 3(1):19. doi:10.1186/s40462-015-0046-5,Background: Given that winds encountered on migration could theoretically double or half the energy expenditure of aerial migrants, there should be strong selection on behaviour in relation to wind conditions aloft. However, evidence suggests that juvenile songbirds are less choosey about wind conditions at departure relative to adults, potentially increasing energy expenditure during flight. To date, there has yet to be a direct comparison of flight efficiency between free-living adult and juveniles songbirds during migration in relation to wind conditions aloft, likely because of the challenges of following known aged individual songbirds during flight. We used an automated digital telemetry array to compare the flight efficiency of adult and juvenile Savannah sparrows (Passerculus sandwichensis) as they flew nearly 100 km during two successive stages of their fall migration; a departure flight from their breeding grounds out over the ocean and then a migratory flight along a coast. Using a multilevel path modelling framework, we evaluated the effects of age, flight stage, tailwind component, and crosswind component on flight duration and groundspeed.\r\nResults: We found that juveniles departed under wind conditions that were less supportive relative to adults and that this resulted in juveniles taking 1.4 times longer to complete the same flight trajectories as adults. We did not find an effect of age on flight duration or groundspeed after controlling for wind conditions aloft, suggesting that both age groups were flying at similar airspeeds. We also found that groundspeeds were 1.7 times faster along the coast than over the ocean given more favourable tailwinds along the coast and because birds appeared to be climbing in altitude over the ocean, diverting some energy from horizontal to vertical movement.\r\nConclusions: Our results provide the first direct evidence that adult songbirds have considerably more efficient migratory flights than juveniles, and that this efficiency is driven by the selection of more supportive tailwind conditions aloft. Given the importance of wind for efficient flight, we suggest this behaviour could be adaptive in juveniles, if for example, the benefits of a more flexible departure schedule outweigh the costs of flying with less supportive winds.","Mitchell, Greg W.,Woodworth, Bradley K.,Taylor, Philip D.,Norris, D. Ryan","altitude,aeroecology,air speed,animal tracking,automated telemetry,avian migration,crosswinds,Env-DATA,flight costs,ground speed,migration,Movebank,Passerculus sandwichensis,radio telemetry,Savannah sparrow,songbirds,tailwinds,wind support",http://creativecommons.org/publicdomain/zero/1.0/,2015,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.82652t83,IsSupplementTo:DOI:10.1186/s40462-015-0046-5",2015-09-24T18:45:37Z,2015-09-24T18:45:38Z
10.5441/001/1.82652T83/2,University of Konstanz,Movebank Data Repository,"Savannah sparrow, Kent Island, New Brunswick (data from Mitchell et al. 2015)-reference-data","Mitchell GW, Woodworth BK, Taylor PD, Norris DR (2015) Automated telemetry reveals age specific differences in flight duration and speed are driven by wind conditions in a migratory songbird. Movement Ecology 3(1):19. doi:10.1186/s40462-015-0046-5,Background: Given that winds encountered on migration could theoretically double or half the energy expenditure of aerial migrants, there should be strong selection on behaviour in relation to wind conditions aloft. However, evidence suggests that juvenile songbirds are less choosey about wind conditions at departure relative to adults, potentially increasing energy expenditure during flight. To date, there has yet to be a direct comparison of flight efficiency between free-living adult and juveniles songbirds during migration in relation to wind conditions aloft, likely because of the challenges of following known aged individual songbirds during flight. We used an automated digital telemetry array to compare the flight efficiency of adult and juvenile Savannah sparrows (Passerculus sandwichensis) as they flew nearly 100 km during two successive stages of their fall migration; a departure flight from their breeding grounds out over the ocean and then a migratory flight along a coast. Using a multilevel path modelling framework, we evaluated the effects of age, flight stage, tailwind component, and crosswind component on flight duration and groundspeed.\r\nResults: We found that juveniles departed under wind conditions that were less supportive relative to adults and that this resulted in juveniles taking 1.4 times longer to complete the same flight trajectories as adults. We did not find an effect of age on flight duration or groundspeed after controlling for wind conditions aloft, suggesting that both age groups were flying at similar airspeeds. We also found that groundspeeds were 1.7 times faster along the coast than over the ocean given more favourable tailwinds along the coast and because birds appeared to be climbing in altitude over the ocean, diverting some energy from horizontal to vertical movement.\r\nConclusions: Our results provide the first direct evidence that adult songbirds have considerably more efficient migratory flights than juveniles, and that this efficiency is driven by the selection of more supportive tailwind conditions aloft. Given the importance of wind for efficient flight, we suggest this behaviour could be adaptive in juveniles, if for example, the benefits of a more flexible departure schedule outweigh the costs of flying with less supportive winds.","Mitchell, Greg W.","altitude,aeroecology,air speed,animal tracking,automated telemetry,avian migration,crosswinds,Env-DATA,flight costs,ground speed,migration,Movebank,Passerculus sandwichensis,radio telemetry,Savannah sparrow,songbirds,tailwinds,wind support",http://creativecommons.org/publicdomain/zero/1.0/,2015,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.82652t83,IsSupplementTo:DOI:10.1186/s40462-015-0046-5",2015-09-24T18:45:38Z,2015-09-24T18:45:39Z
10.5441/001/1.31C2V92F,University of Konstanz,Movebank Data Repository,Data from: Towards a new understanding of migration timing: slower spring than autumn migration in geese reflects different decision rules for stopover use and departure,"Kölzsch A, Müskens GJDM, Kruckenberg H, Glazov P, Weinzierl R, Nolet BA, Wikelski M (2016) Towards a new understanding of migration timing: slower spring than autumn migration in geese reflects different decision rules for stopover use and departure. Oikos. doi:10.1111/oik.03121,According to migration theory and several empirical studies, long-distance migrants are more time-limited during spring migration and should therefore migrate faster in spring than in autumn. Competition for the best breeding sites is supposed to be the main driver, but timing of migration is often also influenced by environmental factors such as food availability and wind conditions.\r\nUsing GPS tags, we tracked 65 greater white-fronted geese Anser albifrons migrating between western Europe and the Russian Arctic during spring and autumn migration over six different years. Contrary to theory, our birds took considerably longer for spring migration (83 days) than autumn migration (42 days). This difference in duration was mainly determined by time spent at stopovers.\r\nTiming and space use during migration suggest that the birds were using different strategies in the two seasons: In spring they spread out in a wide front to acquire extra energy stores in many successive stopover sites (to fuel capital breeding), which is in accordance with previous results that white-fronted geese follow the green wave of spring growth. In autumn they filled up their stores close to the breeding grounds and waited for supportive wind conditions to quickly move to their wintering grounds. Selection for supportive winds was stronger in autumn, when general wind conditions were less favourable than in spring, leading to similar flight speeds in the two seasons. In combination with less stopover time in autumn this led to faster autumn than spring migration.\r\nWhite-fronted geese thus differ from theory that spring migration is faster than autumn migration. We expect our findings of different decision rules between the two migratory seasons to apply more generally, in particular in large birds in which capital breeding is common, and in birds that meet other environmental conditions along their migration route in autumn than in spring.","Kölzsch, Andrea,Kruckenberg, Helmut,Glazov, Peter,Müskens, Gerhard J.D.M.,Wikelski, Martin","animal movement,animal tracking,Anser albifrons,Argos,avian migration,Env-DATA,GSM telemetry,Movebank,satellite telemetry,white-fronted geese",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","HasPart:DOI:10.5441/001/1.31c2v92f/1,HasPart:DOI:10.5441/001/1.31c2v92f/2,HasPart:DOI:10.5441/001/1.31c2v92f/3,IsSupplementTo:DOI:10.1111/oik.03121",2016-02-25T15:32:58Z,2016-02-25T15:32:59Z
10.5441/001/1.31C2V92F/1,University of Konstanz,Movebank Data Repository,Migration timing in white-fronted geese (data from Kölzsch et al. 2016)-argos-doppler,"Kölzsch A, Müskens GJDM, Kruckenberg H, Glazov P, Weinzierl R, Nolet BA, Wikelski M (2016) Towards a new understanding of migration timing: slower spring than autumn migration in geese reflects different decision rules for stopover use and departure. Oikos. doi:10.1111/oik.03121,According to migration theory and several empirical studies, long-distance migrants are more time-limited during spring migration and should therefore migrate faster in spring than in autumn. Competition for the best breeding sites is supposed to be the main driver, but timing of migration is often also influenced by environmental factors such as food availability and wind conditions.\r\nUsing GPS tags, we tracked 65 greater white-fronted geese Anser albifrons migrating between western Europe and the Russian Arctic during spring and autumn migration over six different years. Contrary to theory, our birds took considerably longer for spring migration (83 days) than autumn migration (42 days). This difference in duration was mainly determined by time spent at stopovers.\r\nTiming and space use during migration suggest that the birds were using different strategies in the two seasons: In spring they spread out in a wide front to acquire extra energy stores in many successive stopover sites (to fuel capital breeding), which is in accordance with previous results that white-fronted geese follow the green wave of spring growth. In autumn they filled up their stores close to the breeding grounds and waited for supportive wind conditions to quickly move to their wintering grounds. Selection for supportive winds was stronger in autumn, when general wind conditions were less favourable than in spring, leading to similar flight speeds in the two seasons. In combination with less stopover time in autumn this led to faster autumn than spring migration.\r\nWhite-fronted geese thus differ from theory that spring migration is faster than autumn migration. We expect our findings of different decision rules between the two migratory seasons to apply more generally, in particular in large birds in which capital breeding is common, and in birds that meet other environmental conditions along their migration route in autumn than in spring.","Kölzsch, Andrea,Kruckenberg, Helmut,Glazov, Peter,Müskens, Gerhard J.D.M.,Wikelski, Martin","animal movement,animal tracking,Anser albifrons,Argos,avian migration,Env-DATA,GSM telemetry,Movebank,satellite telemetry,white-fronted geese",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.31c2v92f,IsSupplementTo:DOI:10.1111/oik.03121",2016-02-25T15:33:00Z,2016-02-25T15:33:01Z
10.5441/001/1.31C2V92F/2,University of Konstanz,Movebank Data Repository,Migration timing in white-fronted geese (data from Kölzsch et al. 2016)-gps,"Kölzsch A, Müskens GJDM, Kruckenberg H, Glazov P, Weinzierl R, Nolet BA, Wikelski M (2016) Towards a new understanding of migration timing: slower spring than autumn migration in geese reflects different decision rules for stopover use and departure. Oikos. doi:10.1111/oik.03121,According to migration theory and several empirical studies, long-distance migrants are more time-limited during spring migration and should therefore migrate faster in spring than in autumn. Competition for the best breeding sites is supposed to be the main driver, but timing of migration is often also influenced by environmental factors such as food availability and wind conditions.\r\nUsing GPS tags, we tracked 65 greater white-fronted geese Anser albifrons migrating between western Europe and the Russian Arctic during spring and autumn migration over six different years. Contrary to theory, our birds took considerably longer for spring migration (83 days) than autumn migration (42 days). This difference in duration was mainly determined by time spent at stopovers.\r\nTiming and space use during migration suggest that the birds were using different strategies in the two seasons: In spring they spread out in a wide front to acquire extra energy stores in many successive stopover sites (to fuel capital breeding), which is in accordance with previous results that white-fronted geese follow the green wave of spring growth. In autumn they filled up their stores close to the breeding grounds and waited for supportive wind conditions to quickly move to their wintering grounds. Selection for supportive winds was stronger in autumn, when general wind conditions were less favourable than in spring, leading to similar flight speeds in the two seasons. In combination with less stopover time in autumn this led to faster autumn than spring migration.\r\nWhite-fronted geese thus differ from theory that spring migration is faster than autumn migration. We expect our findings of different decision rules between the two migratory seasons to apply more generally, in particular in large birds in which capital breeding is common, and in birds that meet other environmental conditions along their migration route in autumn than in spring.","Kölzsch, Andrea,Kruckenberg, Helmut,Glazov, Peter,Müskens, Gerhard J.D.M.,Wikelski, Martin","animal movement,animal tracking,Anser albifrons,Argos,avian migration,Env-DATA,GSM telemetry,Movebank,satellite telemetry,white-fronted geese",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.31c2v92f,IsSupplementTo:DOI:10.1111/oik.03121",2016-02-25T15:33:01Z,2016-02-25T15:33:02Z
10.5441/001/1.31C2V92F/3,University of Konstanz,Movebank Data Repository,Migration timing in white-fronted geese (data from Kölzsch et al. 2016)-reference-data,"Kölzsch A, Müskens GJDM, Kruckenberg H, Glazov P, Weinzierl R, Nolet BA, Wikelski M (2016) Towards a new understanding of migration timing: slower spring than autumn migration in geese reflects different decision rules for stopover use and departure. Oikos. doi:10.1111/oik.03121,According to migration theory and several empirical studies, long-distance migrants are more time-limited during spring migration and should therefore migrate faster in spring than in autumn. Competition for the best breeding sites is supposed to be the main driver, but timing of migration is often also influenced by environmental factors such as food availability and wind conditions.\r\nUsing GPS tags, we tracked 65 greater white-fronted geese Anser albifrons migrating between western Europe and the Russian Arctic during spring and autumn migration over six different years. Contrary to theory, our birds took considerably longer for spring migration (83 days) than autumn migration (42 days). This difference in duration was mainly determined by time spent at stopovers.\r\nTiming and space use during migration suggest that the birds were using different strategies in the two seasons: In spring they spread out in a wide front to acquire extra energy stores in many successive stopover sites (to fuel capital breeding), which is in accordance with previous results that white-fronted geese follow the green wave of spring growth. In autumn they filled up their stores close to the breeding grounds and waited for supportive wind conditions to quickly move to their wintering grounds. Selection for supportive winds was stronger in autumn, when general wind conditions were less favourable than in spring, leading to similar flight speeds in the two seasons. In combination with less stopover time in autumn this led to faster autumn than spring migration.\r\nWhite-fronted geese thus differ from theory that spring migration is faster than autumn migration. We expect our findings of different decision rules between the two migratory seasons to apply more generally, in particular in large birds in which capital breeding is common, and in birds that meet other environmental conditions along their migration route in autumn than in spring.","Kölzsch, Andrea,Kruckenberg, Helmut,Glazov, Peter,Müskens, Gerhard J.D.M.,Wikelski, Martin","animal movement,animal tracking,Anser albifrons,Argos,avian migration,Env-DATA,GSM telemetry,Movebank,satellite telemetry,white-fronted geese",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.31c2v92f,IsSupplementTo:DOI:10.1111/oik.03121",2016-02-25T15:33:03Z,2016-02-25T15:33:04Z
10.5441/001/1.F32GN841,University of Konstanz,Movebank Data Repository,Data from: The effect of feeding time on dispersal of Virola seeds by toucans determined from GPS tracking and accelerometers,"Kays R, Jansen PA, Knecht EMH, Vohwinkel R, Wikelski R (2011) The effect of feeding time on dispersal of Virola seeds by toucans determined from GPS tracking and accelerometers. Acta Oecologica 37(6), 625–631. doi:10.1016/j.actao.2011.06.007,Seed dispersal is critical to understanding forest dynamics but is hard to study because tracking seeds is difficult. Even for the best-studied dispersal system of the Neotropics, Virola nobilis, the dispersal kernel remains unknown. We combined high-resolution GPS/3D-acceleration bird tracking, seed-retention experiments, and field observations to quantify dispersal of V. nobilis by their principal dispersers, Ramphastos toucans. We inferred feeding events from movement data, and then estimated spatiotemporally explicit seed-dispersal kernels. Wild toucans moved an average of 1.8 km d^-1 with two distinct activity peaks. Seed retention time in captive toucans averaged 25.5 min (range 4-98 min). Estimated seed dispersal distance averaged 144 +/- 147 m, with a 56% likelihood of dispersal >100 m, two times further than the behaviour-naive estimate from the same data. Dispersal was furthest for seeds ingested in the morning, and increased with seed retention time, but only up to 60 min after feeding. Our study supports the long-standing hypothesis that toucans are excellent dispersers of Virola seeds. To maximize seed dispersal distances trees should ripen fruit in the morning when birds move the most, and produce fruits with gut-processing times around 60 min. Our study demonstrates how new tracking technology can yield nuanced seed dispersal kernels for animals that cannot be directly observed.","Kays, Roland,Jansen, Patrick A.,Knecht, Elise M.H.,Vohwinkel, Reinhard,Wikelski, Martin","accelerometer,animal tracking,chestnut-mandibled toucan,collared aracari,GPS tracking,keel-billed toucan,Myristicaceae,Panama,Pteroglossus torquatus,Ramphastos sulfuratus,Ramphastos swainsonii,regurgitation time,seed dispersal,seed dispersal kernel,Soberanía National Park,Swainson’s toucan,tropical forests,Virola nobilis",http://creativecommons.org/publicdomain/zero/1.0/,2011,csv,"Other,Abstract","HasPart:DOI:10.5441/001/1.f32gn841/1,HasPart:DOI:10.5441/001/1.f32gn841/2,HasPart:DOI:10.5441/001/1.f32gn841/3,IsSupplementTo:DOI:10.1016/j.actao.2011.06.007,IsNewVersionOf:DOI:10.5441/001/1.62r58302",2016-01-12T18:38:34Z,2016-01-12T19:11:31Z
10.5441/001/1.F32GN841/1,University of Konstanz,Movebank Data Repository,"Toucan movement and seed dispersal, Gamboa, Panama (data from Kays et al. 2011)-acc.csv","Kays R, Jansen PA, Knecht EMH, Vohwinkel R, Wikelski R (2011) The effect of feeding time on dispersal of Virola seeds by toucans determined from GPS tracking and accelerometers. Acta Oecologica 37(6), 625–631. doi:10.1016/j.actao.2011.06.007,Seed dispersal is critical to understanding forest dynamics but is hard to study because tracking seeds is difficult. Even for the best-studied dispersal system of the Neotropics, Virola nobilis, the dispersal kernel remains unknown. We combined high-resolution GPS/3D-acceleration bird tracking, seed-retention experiments, and field observations to quantify dispersal of V. nobilis by their principal dispersers, Ramphastos toucans. We inferred feeding events from movement data, and then estimated spatiotemporally explicit seed-dispersal kernels. Wild toucans moved an average of 1.8 km d^-1 with two distinct activity peaks. Seed retention time in captive toucans averaged 25.5 min (range 4-98 min). Estimated seed dispersal distance averaged 144 +/- 147 m, with a 56% likelihood of dispersal >100 m, two times further than the behaviour-naive estimate from the same data. Dispersal was furthest for seeds ingested in the morning, and increased with seed retention time, but only up to 60 min after feeding. Our study supports the long-standing hypothesis that toucans are excellent dispersers of Virola seeds. To maximize seed dispersal distances trees should ripen fruit in the morning when birds move the most, and produce fruits with gut-processing times around 60 min. Our study demonstrates how new tracking technology can yield nuanced seed dispersal kernels for animals that cannot be directly observed.","Kays, Roland,Jansen, Patrick A.,Knecht, Elise M.H.,Vohwinkel, Reinhard,Wikelski, Martin","accelerometer,animal tracking,chestnut-mandibled toucan,collared aracari,GPS tracking,keel-billed toucan,Myristicaceae,Panama,Pteroglossus torquatus,Ramphastos sulfuratus,Ramphastos swainsonii,regurgitation time,seed dispersal,seed dispersal kernel,Soberanía National Park,Swainson’s toucan,tropical forests,Virola nobilis",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.f32gn841,IsSupplementTo:DOI:10.1016/j.actao.2011.06.007,IsNewVersionOf:DOI:10.5441/001/1.62r58302/1",2016-01-12T18:38:36Z,2016-01-12T20:36:20Z
10.5441/001/1.F32GN841/2,University of Konstanz,Movebank Data Repository,"Toucan movement and seed dispersal, Gamboa, Panama (data from Kays et al. 2011)-gps","Kays R, Jansen PA, Knecht EMH, Vohwinkel R, Wikelski R (2011) The effect of feeding time on dispersal of Virola seeds by toucans determined from GPS tracking and accelerometers. Acta Oecologica 37(6), 625–631. doi:10.1016/j.actao.2011.06.007,Seed dispersal is critical to understanding forest dynamics but is hard to study because tracking seeds is difficult. Even for the best-studied dispersal system of the Neotropics, Virola nobilis, the dispersal kernel remains unknown. We combined high-resolution GPS/3D-acceleration bird tracking, seed-retention experiments, and field observations to quantify dispersal of V. nobilis by their principal dispersers, Ramphastos toucans. We inferred feeding events from movement data, and then estimated spatiotemporally explicit seed-dispersal kernels. Wild toucans moved an average of 1.8 km d^-1 with two distinct activity peaks. Seed retention time in captive toucans averaged 25.5 min (range 4-98 min). Estimated seed dispersal distance averaged 144 +/- 147 m, with a 56% likelihood of dispersal >100 m, two times further than the behaviour-naive estimate from the same data. Dispersal was furthest for seeds ingested in the morning, and increased with seed retention time, but only up to 60 min after feeding. Our study supports the long-standing hypothesis that toucans are excellent dispersers of Virola seeds. To maximize seed dispersal distances trees should ripen fruit in the morning when birds move the most, and produce fruits with gut-processing times around 60 min. Our study demonstrates how new tracking technology can yield nuanced seed dispersal kernels for animals that cannot be directly observed.","Kays, Roland,Jansen, Patrick A.,Knecht, Elise M.H.,Vohwinkel, Reinhard,Wikelski, Martin","accelerometer,animal tracking,chestnut-mandibled toucan,collared aracari,GPS tracking,keel-billed toucan,Myristicaceae,Panama,Pteroglossus torquatus,Ramphastos sulfuratus,Ramphastos swainsonii,regurgitation time,seed dispersal,seed dispersal kernel,Soberanía National Park,Swainson’s toucan,tropical forests,Virola nobilis",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.f32gn841,IsSupplementTo:DOI:10.1016/j.actao.2011.06.007,IsNewVersionOf:DOI:10.5441/001/1.62r58302/1",2016-01-12T18:38:37Z,2016-01-12T19:09:56Z
10.5441/001/1.F32GN841/3,University of Konstanz,Movebank Data Repository,"Toucan movement and seed dispersal, Gamboa, Panama (data from Kays et al. 2011)-reference-data","Kays R, Jansen PA, Knecht EMH, Vohwinkel R, Wikelski R (2011) The effect of feeding time on dispersal of Virola seeds by toucans determined from GPS tracking and accelerometers. Acta Oecologica 37(6), 625–631. doi:10.1016/j.actao.2011.06.007,Seed dispersal is critical to understanding forest dynamics but is hard to study because tracking seeds is difficult. Even for the best-studied dispersal system of the Neotropics, Virola nobilis, the dispersal kernel remains unknown. We combined high-resolution GPS/3D-acceleration bird tracking, seed-retention experiments, and field observations to quantify dispersal of V. nobilis by their principal dispersers, Ramphastos toucans. We inferred feeding events from movement data, and then estimated spatiotemporally explicit seed-dispersal kernels. Wild toucans moved an average of 1.8 km d^-1 with two distinct activity peaks. Seed retention time in captive toucans averaged 25.5 min (range 4-98 min). Estimated seed dispersal distance averaged 144 +/- 147 m, with a 56% likelihood of dispersal >100 m, two times further than the behaviour-naive estimate from the same data. Dispersal was furthest for seeds ingested in the morning, and increased with seed retention time, but only up to 60 min after feeding. Our study supports the long-standing hypothesis that toucans are excellent dispersers of Virola seeds. To maximize seed dispersal distances trees should ripen fruit in the morning when birds move the most, and produce fruits with gut-processing times around 60 min. Our study demonstrates how new tracking technology can yield nuanced seed dispersal kernels for animals that cannot be directly observed.","Kays, Roland,Jansen, Patrick A.,Knecht, Elise M.H.,Vohwinkel, Reinhard,Wikelski, Martin","accelerometer,animal tracking,chestnut-mandibled toucan,collared aracari,GPS tracking,keel-billed toucan,Myristicaceae,Panama,Pteroglossus torquatus,Ramphastos sulfuratus,Ramphastos swainsonii,regurgitation time,seed dispersal,seed dispersal kernel,Soberanía National Park,Swainson’s toucan,tropical forests,Virola nobilis",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.f32gn841,IsSupplementTo:DOI:10.1016/j.actao.2011.06.007,IsNewVersionOf:DOI:10.5441/001/1.62r58302/2",2016-01-12T18:38:39Z,2016-01-12T19:07:58Z
10.5441/001/1.K5V5539N,University of Konstanz,Movebank Data Repository,"Data from: Monthly variations in feeding and activity patterns of the mangabey, Cercocebus albigena (Lydekker)","Waser PM (1975) Monthly variations in feeding and activity patterns of the mangabey, Cercocebus albigena (Lydekker). East African Wildlife Journal 13: 249–263. doi:10.1111/j.1365-2028.1975.tb00138.x,Ranging patterns, feeding activity, and time budgets of a group of gray-cheeked mangabeys in the Kibale Forest, western Uganda, were studied in May-June 1971 and from March 1972 to April 1973. Locations and activities of individuals in a fifteen-member group of this arboreal primate were systematically recorded at half-hourly intervals during continuous following of the group. Phenological data were concurrently collected for eleven species of intensively used trees. Mangabeys are primarily frugivores, although leaves and flowers of some species are eaten and substantial time was devoted to insect foraging.\r\n\r\nAlthough a typical twice-yearly alternation of wet and dry periods exists in this forest, strongly seasonal trends are the exception in the following aspects of mangabey behaviour: (1) extent and location of areas used, (2) distance moved daily, (3) percentage of time spent feeding or moving, (4) percentage of time spent feeding on different food types. An explanation may be provided by the phenological data, which indicate that many species of tree used by mangabeys fruit either asynchronously and nonseasonally or synchronously but at very long and possibly irregular intervals. Thus mangabeys are faced with foods which fluctuate widely in availability, particularly within a small area, but which are not seasonal in their fluctuations.","Waser, Peter M.","animal behaviour,animal foraging,animal movement,grey-cheeked mangabey monkey,home range,Kibale Forest,Lophocebus albigena,Uganda",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","HasPart:DOI:10.5441/001/1.k5v5539n/1,HasPart:DOI:10.5441/001/1.k5v5539n/2,HasPart:DOI:10.5441/001/1.k5v5539n/3,HasPart:DOI:10.5441/001/1.k5v5539n/4,HasPart:DOI:10.5441/001/1.k5v5539n/5,HasPart:DOI:10.5441/001/1.k5v5539n/6,IsSupplementTo:DOI:10.1111/j.1365-2028.1975.tb00138.x,IsDocumentedBy:URL:http://www.jstor.org/stable/2460021,IsDocumentedBy:ISBN:0121768503,IsDocumentedBy:DOI:10.1111/j.1469-185X.2007.00014.x",2016-03-23T12:58:06Z,2016-03-23T17:26:28Z
10.5441/001/1.K5V5539N/1,University of Konstanz,Movebank Data Repository,Mangabey monkeys in Uganda (data from Waser 1975),"Waser PM (1975) Monthly variations in feeding and activity patterns of the mangabey, Cercocebus albigena (Lydekker). East African Wildlife Journal 13: 249–263. doi:10.1111/j.1365-2028.1975.tb00138.x,Ranging patterns, feeding activity, and time budgets of a group of gray-cheeked mangabeys in the Kibale Forest, western Uganda, were studied in May-June 1971 and from March 1972 to April 1973. Locations and activities of individuals in a fifteen-member group of this arboreal primate were systematically recorded at half-hourly intervals during continuous following of the group. Phenological data were concurrently collected for eleven species of intensively used trees. Mangabeys are primarily frugivores, although leaves and flowers of some species are eaten and substantial time was devoted to insect foraging.\r\n\r\nAlthough a typical twice-yearly alternation of wet and dry periods exists in this forest, strongly seasonal trends are the exception in the following aspects of mangabey behaviour: (1) extent and location of areas used, (2) distance moved daily, (3) percentage of time spent feeding or moving, (4) percentage of time spent feeding on different food types. An explanation may be provided by the phenological data, which indicate that many species of tree used by mangabeys fruit either asynchronously and nonseasonally or synchronously but at very long and possibly irregular intervals. Thus mangabeys are faced with foods which fluctuate widely in availability, particularly within a small area, but which are not seasonal in their fluctuations.","Waser, Peter M.","animal behaviour,animal foraging,animal movement,grey-cheeked mangabey monkey,home range,Kibale Forest,Lophocebus albigena,Uganda",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.k5v5539n,IsSupplementTo:DOI:10.1111/j.1365-2028.1975.tb00138.x,IsDocumentedBy:URL:http://www.jstor.org/stable/2460021,IsDocumentedBy:ISBN:0121768503,IsDocumentedBy:DOI:10.1111/j.1469-185X.2007.00014.x",2016-03-23T12:58:09Z,2016-03-23T17:27:49Z
